,Name,Season,Position,Rookie Season Fantasy Points,Ffpts_Gp,Team,Games_Played,Pass_Comp,Pass_Att,Pass_Yd,Pass_Td,Pass_Int,Rush_Att,Rush_Yd,Rush_Td,Rec_Target,Rec_Reception,Rec_Yd,Rec_Td,Fgm,Fga,Epm,Epa,Tackle,Assist,Sack,Pd,Int,Ff,Fr,Draft_Pick,Height_Combine,Weight_Combine,Wonderlic,Forty_Yard,Bench_Press,Vertical_Leap,Broad_Jump,Shuttle,Three_Cone,Pass Att_Sum,Pass Comp_Sum,Pass Conv_Sum,Pass Int_Sum,Pass Td_Sum,Pass Yard_Sum,Qb Hurry_Sum,Rec_Sum,Rec Td_Sum,Rec Yards_Sum,Rush Att_Sum,Rush Td_Sum,Rush Yard_Sum,Fumble_Sum,Fumble Lost_Sum,Kickoff Ret_Sum,Kickoff Ret Td_Sum,Kickoff Ret Yard_Sum,Kickoff Touchback_Sum,Punt Ret_Sum,Punt Ret Td_Sum,Punt Ret Yard_Sum,Off 2Xp Att_Sum,Off 2Xp Made_Sum,Points_Sum,Tackle Assist_Sum,Tackle For Loss_Sum,Tackle For Loss Yard_Sum,Tackle Solo_Sum,Pass Broken Up_Sum,Sack_Sum,Sack Yard_Sum,Int Ret_Sum,Int Ret Td_Sum,Int Ret Yard_Sum,Misc Ret_Sum,Misc Ret Td_Sum,Misc Ret Yard_Sum,Kick/Punt Blocked_Sum,Fumble Forced_Sum,Fum Ret_Sum,Fum Ret Td_Sum,Fum Ret Yard_Sum,Def 2Xp Att_Sum,Def 2Xp Made_Sum,Safety_Sum,Field Goal Att_Sum,Field Goal Made_Sum,Off Xp Kick Att_Sum,Off Xp Kick Made_Sum,Punt_Sum,Punt Yard_Sum,Kickoff_Sum,Kickoff Yard_Sum,Kickoff Onside_Sum,Kickoff Out-Of-Bounds_Sum,Pass Att_Mean,Pass Comp_Mean,Pass Conv_Mean,Pass Int_Mean,Pass Td_Mean,Pass Yard_Mean,Qb Hurry_Mean,Rec_Mean,Rec Td_Mean,Rec Yards_Mean,Rush Att_Mean,Rush Td_Mean,Rush Yard_Mean,Fumble_Mean,Fumble Lost_Mean,Kickoff Ret_Mean,Kickoff Ret Td_Mean,Kickoff Ret Yard_Mean,Kickoff Touchback_Mean,Punt Ret_Mean,Punt Ret Td_Mean,Punt Ret Yard_Mean,Off 2Xp Att_Mean,Off 2Xp Made_Mean,Points_Mean,Tackle Assist_Mean,Tackle For Loss_Mean,Tackle For Loss Yard_Mean,Tackle Solo_Mean,Pass Broken Up_Mean,Sack_Mean,Sack Yard_Mean,Int Ret_Mean,Int Ret Td_Mean,Int Ret Yard_Mean,Misc Ret_Mean,Misc Ret Td_Mean,Misc Ret Yard_Mean,Kick/Punt Blocked_Mean,Fumble Forced_Mean,Fum Ret_Mean,Fum Ret Td_Mean,Fum Ret Yard_Mean,Def 2Xp Att_Mean,Def 2Xp Made_Mean,Safety_Mean,Field Goal Att_Mean,Field Goal Made_Mean,Off Xp Kick Att_Mean,Off Xp Kick Made_Mean,Punt_Mean,Punt Yard_Mean,Kickoff_Mean,Kickoff Yard_Mean,Kickoff Onside_Mean,Kickoff Out-Of-Bounds_Mean,Class,College,Conference,Subn,Height_Ncaa,Weight_Ncaa,Home Country,Home State,Home Town,Last School
1008,Darcy Johnson,2006,Tight End,0,0,NYG,1,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,435,1,,-1,,,,,,,,,,,,12,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.272727273,0.181818182,39.54545455,0.090909091,,-0.090909091,,,,,,,,,,,,1.090909091,,,,0.090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,centralflorida,American Athletic Conference,FBS,,,,,,
1012,Darius Johnson,2013,Wide Receiver,27,2.7,ATL,10,,,,,,0,0,0,43,22,210,1,,,,,,,,,,,,,69,179,,4.6,6,32,109,4.53,,,,,,,,,64,5,787,,,,1,1,1,,17,,4,,38,,,30,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.333333333,0.416666667,65.58333333,,,,0.083333333,0.083333333,0.083333333,,1.416666667,,0.333333333,,3.166666667,,,2.5,,,,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,southernmethodist,American Athletic Conference,FBS,70,175,US,TX,Missouri City,Hightower
1019,David Johnson,2009,Tight End,0.9,0.1,PIT,15,,,,,,,,,4,2,9,0,,,,,,,,,,,,241,74,260,,4.73,21,32.5,113,4.43,7.28,,,,,,,,22,5,356,,,,,,,,,,,,,,,30,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.833333333,0.416666667,29.66666667,,,,,,,,,,,,,,,2.5,,,,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,arkansasstate,Sun Belt Conference,FBS,74,250,US,AR,Pine Bluff,Pine Bluff HS
1022,Dennis Johnson,2013,Running Back,22.9,2.9,HOU,8,,,,,,49,183,0,12,8,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,160,137,8,757,5,3,17,,309,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.083333333,0.166666667,13.33333333,11.41666667,0.666666667,63.08333333,0.416666667,0.25,1.416666667,,25.75,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,arkansas,Southeastern Conference,FBS,69,213,US,AR,Texarkana,Arkansas HS
1024,Ed Johnson,2007,Defensive Lineman,41.5,2.6,IND,16,,,,,,,,,,,,,,,,,28,13,1,0,0,1,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,15,8.5,56,18,5,5,51,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.090909091,,,,,,,,,,,,,,,,,,,1.363636364,0.772727273,5.090909091,1.636363636,0.454545455,0.454545455,4.636363636,,,,,,,,0.090909091,,,,,,,,,,,,,,,,,SR,pennstate,Big Ten Conference,FBS,,,,,,
1027,Gartrell Johnson,2009,Running Back,4.3,0.4,NYG,10,,,,,,13,43,0,1,0,0,0,,,,,,,,,,,,134,70,219,,4.75,20,34,114,,,,,,,,,,32,,295,278,12,1476,4,1,,,,,,,,2,1,74,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.461538462,,22.69230769,21.38461538,0.923076923,113.5384615,0.307692308,0.076923077,,,,,,,,0.153846154,0.076923077,5.692307692,,,,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,coloradostate,Mountain West Conference,FBS,72,225,US,FL,Miami Springs,Miami Springs
1031,James Johnson,2008,Running Back,7.6,1.9,CIN,4,,,,,,9,29,0,7,6,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,220,174,12,1106,2,2,16,1,388,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.833333333,,18.33333333,14.5,1,92.16666667,0.166666667,0.166666667,1.333333333,0.083333333,32.33333333,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,kansasstate,Big 12 Conference,FBS,71,200,US,TX,Port Arthur,Blinn College
1032,Jamesmichael Johnson,2012,Linebacker,31,3.9,CLE,8,,,,,,,,,,,,,,,,,20,16,0,0,0,1,0,120,73,241,,4.6,23,37,124,4.37,7.34,,,,,,,1,,,,,,,,,,,,,,,,,,,46,6.5,33,54,3,1.5,15,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.076923077,,,,,,,,,,,,,,,,,,,3.538461538,0.5,2.538461538,4.153846154,0.230769231,0.115384615,1.153846154,0.076923077,,,,,,,0.076923077,,,,,,,,,,,,,,,,,SR,nevada,Mountain West Conference,FBS,74,240,US,CA,Fairfield,Rodriguez HS
1033,Jaymar Johnson,2009,Wide Receiver,0.9,0.2,MIN,6,,,,,,0,0,0,1,1,9,0,,,,,,,,,,,,193,71,177,,4.5,14,32,118,4.18,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacksonstate,,,,,,,,
1035,Jeremiah Johnson,2011,Running Back,13.9,1.7,DEN,8,,,,,,14,77,0,9,7,62,0,,,,,,,,,,,,,69,209,,4.62,20,35,115,,,,,,,,,,8,,75,168,13,1201,4,3,1,,1,,,,,,,78,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615384615,,5.769230769,12.92307692,1,92.38461538,0.307692308,0.230769231,0.076923077,,0.076923077,,,,,,,6,,,,0.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,oregon,Pac-12 Conference,FBS,70,200,US,CA,Los Angeles,Dorsey HS
1036,Jerome Johnson,2010,Running Back,0,0,ARI,1,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,5,21,27,2,0.5,7,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461538462,1,0.384615385,1.615384615,2.076923077,0.153846154,0.038461538,0.538461538,0.076923077,0.076923077,2.153846154,,,,,,,,,,,,,,,,,,,,,,SR,nevada,Mountain West Conference,FBS,73,240,US,CA,Los Angeles,West L.A. CC/Dorsey HS
1043,Joshua Johnson,2009,Quarterback,65.1,13,TB,5,63,125,685,4,8,22,148,0,,,,,,,,,,,,,,,,160,75,213,24,4.53,,33.5,110,4.42,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandiego,,,,,,,,
1044,Leonard Johnson,2013,Defensive Back,77,4.8,TB,16,,,,,,,,,,,,,,,,,48,14,0,8,1,1,0,,70,196,,4.62,15,32,120,4.15,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,2,58,8,,,1,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.153846154,0.153846154,4.461538462,0.615384615,,,0.076923077,,0.230769231,,,,,0.076923077,,,,,,,,,,,,,,,,,SR,iowastate,Big 12 Conference,FBS,70,202,US,FL,Clearwater,Largo
1045,Manuel Johnson,2010,Wide Receiver,0.6,0.3,DAL,2,,,,,,0,0,0,5,1,6,0,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,42,9,714,2,,4,1,,1,,24,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.230769231,0.692307692,54.92307692,0.153846154,,0.307692308,0.076923077,,0.076923077,,1.846153846,,,,,,,4.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,oklahoma,Big 12 Conference,FBS,72,183,US,TX,Gilmer,Gilmer HS
1050,Michael Johnson,2007,Defensive Back,29,1.8,NYG,16,,,,,,,,,,,,,,,,,23,2,0,2,0,1,0,224,75,205,,4.62,15,33,114,4.32,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,7,35,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.1,0.7,3.5,0.4,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,SR,arizona,Pac-12 Conference,FBS,,,,,,
1082,Nico Johnson,2013,Linebacker,6,6,KC,1,,,,,,,,,,,,,,,,,5,2,0,0,0,0,0,99,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,32,2,6,23,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.071428571,,,,,,,,,,,,,,,,,,,2.285714286,0.142857143,0.428571429,1.642857143,0.071428571,,,,,,,,,,0.142857143,,,,,,,,,,,,,,,,,SR,alabama,Southeastern Conference,FBS,75,245,US,AL,Andalusia,Andalusia
1083,Quinn Johnson,2009,Running Back,0.4,0,GB,9,,,,,,0,0,0,4,2,4,0,,,,,,,,,,,,145,73,246,,4.82,16,32,115,,,,,,,,,,2,,33,14,3,28,1,1,2,,14,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222222222,,3.666666667,1.555555556,0.333333333,3.111111111,0.111111111,0.111111111,0.222222222,,1.555555556,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,louisianastate,Southeastern Conference,FBS,73,262,US,LA,Edgard,West St. John HS
1084,Rashad Johnson,2009,Defensive Back,20.5,2.1,ARI,10,,,,,,,,,,,,,,,,,19,1,0,1,0,0,0,95,71,203,,4.49,15,37,120,4.23,7.09,,,,,,,,,,,,,,,,,,,,,,,,,12,29,5,15,60,11,1,7,5,2,125,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857142857,2.071428571,0.357142857,1.071428571,4.285714286,0.785714286,0.071428571,0.5,0.357142857,0.142857143,8.928571429,,,,,0.071428571,,,,,,,,,,,,,,,,,SR,alabama,Southeastern Conference,FBS,72,186,US,AL,Sulligent,Sulligent
1087,Steve Johnson,2008,Wide Receiver,22.8,2.3,BUF,10,,,,,,1,6,0,14,10,102,2,,,,,,,,,,,,224,74,210,,4.58,,32.5,121,4.26,7.07,,,,,,,,61,13,1052,,,,,,,,,,,,,,,78,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.692307692,1,80.92307692,,,,,,,,,,,,,,,6,,,,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,kentucky,Southeastern Conference,FBS,75,198,US,CA,San Francisco,Rodriguez/Chabot College
1089,Steven Johnson,2013,Linebacker,7,1.4,DEN,5,,,,,,,,,,,,,,,,,6,2,0,0,0,0,0,,73,239,,4.71,16,36,113,4.38,7.32,,,,,,,1,,,,,,,,,,,,,,,,,,,55,6,10,64,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,,,,,,,,,,,,,,,,,,4.583333333,0.5,0.833333333,5.333333333,0.166666667,,,0.083333333,,,,,,,0.166666667,,,,,,,,,,,,,,,,,SR,kansas,Big 12 Conference,FBS,73,237,US,PA,Media,Strath Haven HS
1092,Trumaine Johnson,2012,Defensive Back,48,3.7,STL,13,,,,,,,,,,,,,,,,,29,2,0,8,2,0,0,65,74,204,,4.5,19,35.5,122,4.15,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,JR,montana,Big Sky,FCS,,,,,,
1093,Tyrell Johnson,2008,Defensive Back,36.5,2.3,MIN,16,,,,,,,,,,,,,,,,,24,7,0,2,1,0,1,43,73,207,,4.41,27,32,127,,,,,,,,,,,,,1,,-1,1,,,,,,,,,,,6,39,4.5,18,55,4,,,6,1,142,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,-0.083333333,0.083333333,,,,,,,,,,,0.5,3.25,0.375,1.5,4.583333333,0.333333333,,,0.5,0.083333333,11.83333333,,,,,0.166666667,,,,,,,,,,,,,,,,,SR,arkansasstate,Sun Belt Conference,FBS,73,197,US,AR,Rison ,Rison
1102,William Johnson,2012,Running Back,20.4,1.6,PIT,13,,,,,,2,7,0,26,15,137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,107,,,,,,1,,1,,,,,,,12,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.222222222,11.88888889,,,,,,0.111111111,,0.111111111,,,,,,,1.333333333,0.222222222,,,0.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,westvirginia,Big 12 Conference,FBS,74,238,US,OH,Dayton,
1104,Brian Johnston,2008,Defensive Lineman,7.5,0.8,KC,9,,,,,,,,,,,,,,,,,3,1,1,0,0,0,0,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gardnerwebb,,,,,,,,
1105,Johnny Jolly,2006,Defensive Lineman,5,0.8,GB,6,,,,,,,,,,,,,,,,,4,0,0,1,0,0,0,183,75,317,,5.41,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,11.5,58,19,1,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,1.15,5.8,1.9,0.1,0.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,SR,texasam,Southeastern Conference,FBS,,,,,,
1106,Abry Jones,2013,Defensive Lineman,10.5,2.1,JAC,5,,,,,,,,,,,,,,,,,8,1,0.5,0,0,0,0,,75,313,,5.06,30,26.5,101,,,,,,,,,4,,,,,,,,,,,,,,,,,,,11,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.666666667,,,,,,,,,,,,,,,,,,,1.833333333,0.166666667,0.166666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,georgia,Southeastern Conference,FBS,75,308,US,GA,Warner Robins,Northside
1107,Arthur Jones,2011,Defensive Lineman,16,1.1,BAL,14,,,,,,,,,,,,,,,,,13,6,0,0,0,0,0,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.5,24,12,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857142857,0.928571429,3.428571429,1.714285714,,0.142857143,1.714285714,,,,,,,,,,,,,,,,,,,,,,,,,SR,syracuse,Atlantic Coast Conference,FBS,76,293,US,NY,Endicott,Union Endicott
1108,Brad Jones,2009,Linebacker,46.5,3.3,GB,14,,,,,,,,,,,,,,,,,26,7,4,1,0,0,0,218,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,22,11.5,46,46,2,6,36,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.333333333,,,,,,,,,,,,,,,,,,,1.833333333,0.958333333,3.833333333,3.833333333,0.166666667,0.5,3,,,,,,,,0.083333333,,,,,,,,,,,,,,,,,SR,colorado,Pac-12 Conference,FBS,75,230,US,MI,East Lansing,East Lansing
1111,Chandler Jones,2012,Defensive Lineman,68.5,5.7,NE,12,,,,,,,,,,,,,,,,,24,21,5,5,0,3,0,21,77,266,,4.77,22,35,120,4.38,7.07,,,,,,,3,,,,,,,,,,,,,,,,,,,8,7.5,39,30,2,4.5,34,1,,32,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.428571429,,,,,,,,,,,,,,,,,,,1.142857143,1.071428571,5.571428571,4.285714286,0.285714286,0.642857143,4.857142857,0.142857143,,4.571428571,,,,,0.285714286,,,,,,,,,,,,,,,,,SR,syracuse,Atlantic Coast Conference,FBS,77,265,US,NY,Endicott,Union-Endicott HS
1112,Christopher Jones,2013,Defensive Lineman,2,2,NE,1,,,,,,,,,,,,,,,,,1,2,0,0,0,0,0,198,74,302,,5.33,30,,,4.44,,,,,,,,5,,,,,,,,,,,,,,,,,,6,15,19,100,27,1,12.5,84,,,,,,,,2,2,1,44,,,,,,,,,,,,,,,,,,,,0.384615385,,,,,,,,,,,,,,,,,,0.461538462,1.153846154,1.461538462,7.692307692,2.076923077,0.076923077,0.961538462,6.461538462,,,,,,,,0.153846154,0.153846154,0.076923077,3.384615385,,,,,,,,,,,,,,SR,bowlinggreen,Mid-American Conference,FBS,73,293,US,IN,Brownsburg,Brownsburg
1121,Datone Jones,2013,Defensive Lineman,25.5,3.6,GB,7,,,,,,,,,,,,,,,,,8,3,3.5,0,0,0,1,26,76,283,,4.8,29,31.5,112,4.32,7.32,,,,,,,2,1,1,7,,,,,,,,,,,,,,,6,17,19,64,45,,6.5,39,,,,1,,10,2,2,,,,,,,,,,,,,,,,,,,,,,,0.142857143,0.071428571,0.071428571,0.5,,,,,,,,,,,,,,,0.428571429,1.214285714,1.357142857,4.571428571,3.214285714,,0.464285714,2.785714286,,,,0.071428571,,0.714285714,0.142857143,0.142857143,,,,,,,,,,,,,,,,,SR,ucla,Pac-12 Conference,FBS,76,275,US,CA,Compton,Compton
1127,David Jones,2008,Defensive Back,47.5,3.4,CIN,14,,,,,,,,,,,,,,,,,36,7,0,6,0,0,1,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wingate,,,,,,,,
1130,Dominique Jones,2012,Tight End,0.8,0.8,IND,1,,,,,,,,,1,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,texas,Big 12 Conference,FBS,75,235,US,TX,Kilgore,Kilgore
1132,Don Jones,2013,Defensive Back,24,3.4,MIA,7,,,,,,,,,,,,,,,,,20,2,0,0,0,1,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5.5,14,45,2,,,1,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.230769231,0.423076923,1.076923077,3.461538462,0.153846154,,,0.076923077,,1.769230769,,,,,,,,,,,,,,,,,,,,,,SR,arkansasstate,Sun Belt Conference,FBS,73,208,US,AL,Town Creek,Mississippi Gulf Coast CC/Hazelwood
1133,Donald Jones,2010,Wide Receiver,27.4,1.8,BUF,15,,,,,,3,1,0,41,18,213,1,,,,,,,,,,,,,73,214,,4.46,20,41,119,4.2,6.9,,,,,,,,4,,34,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,34,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,youngstownstate,MVFC,FCS,,,,,,
1134,Edgar Jones,2007,Linebacker,6.5,1.6,BAL,4,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,southeastmissouristate,OVC,FCS,,,,,,
1135,Felix Jones,2008,Running Back,45.6,7.6,DAL,6,,,,,,30,266,3,2,2,10,0,,,,,,,,,,,,22,70,207,,4.44,,33.5,124,4.19,6.9,,,,,,,,16,,176,133,11,1162,1,1,22,2,652,,,,,1,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.230769231,,13.53846154,10.23076923,0.846153846,89.38461538,0.076923077,0.076923077,1.692307692,0.153846154,50.15384615,,,,,0.076923077,0.076923077,6.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,arkansas,Southeastern Conference,FBS,72,207,US,OK,Tulsa,Booker T. Washington HS
1137,Jacoby Jones,2007,Wide Receiver,14.8,1.1,HOU,14,,,,,,3,-1,0,24,15,149,0,,,,,,,,,,,,73,75,210,,4.5,,34,129,4.31,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,
1139,James Jones,2007,Wide Receiver,79.6,5,GB,16,,,,,,0,0,0,80,47,676,2,,,,,,,,,,,,78,73,207,,4.54,22,34,119,4.2,7.06,6,2,,,1,57,,70,10,893,11,1,76,3,1,,,,,11,,121,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.166666667,,,0.083333333,4.75,,5.833333333,0.833333333,74.41666667,0.916666667,0.083333333,6.333333333,0.25,0.083333333,,,,,0.916666667,,10.08333333,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,sanjosestate,Mountain West Conference,FBS,,,,,,
1143,Jarvis Jones,2013,Linebacker,44,3.1,PIT,14,,,,,,,,,,,,,,,,,31,10,1,4,0,0,0,17,75,241,13,4.74,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,33,24.5,132,52,3,14.5,103,1,,21,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1.666666667,,,,,,,,,,,,,,,,,,,2.75,2.041666667,11,4.333333333,0.25,1.208333333,8.583333333,0.083333333,,1.75,,,,,0.583333333,,,,,,,,,,,,,,,,,JR,georgia,Southeastern Conference,FBS,75,241,US,GA,Columbus,Carver/Southern California
1145,Jason Jones,2008,Defensive Lineman,58.5,4.5,TEN,13,,,,,,,,,,,,,,,,,24,7,5,2,0,3,0,54,77,273,,4.76,18,25.5,123,4.32,7.29,,,,,,,10,,,,,,,,,,,,,,,,,,,27,19.5,67,43,3,3.5,25,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,0.833333333,,,,,,,,,,,,,,,,,,,2.25,1.625,5.583333333,3.583333333,0.25,0.291666667,2.083333333,,,,,,,0.083333333,0.083333333,,,,,,,,,,,,,,,,,SR,easternmichigan,Mid-American Conference,FBS,77,,US,MI,Southfield,Lathrup
1149,Julio Jones,2011,Wide Receiver,149.5,11.5,ATL,13,,,,,,6,56,0,94,54,959,8,,,,,,,,,,,,6,75,220,,4.34,17,38.5,,4.25,6.66,,,,,,,,78,7,1133,8,2,135,,,5,,129,,5,,44,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.538461538,87.15384615,0.615384615,0.153846154,10.38461538,,,0.384615385,,9.923076923,,0.384615385,,3.384615385,,,4.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,alabama,Southeastern Conference,FBS,76,220,US,AL,Foley,Foley
1150,Marvin Jones,2012,Wide Receiver,30.8,3.9,CIN,8,,,,,,3,47,0,32,18,201,1,,,,,,,,,,,,166,74,199,,4.46,22,33,112,4.11,6.81,,,,,,,,62,3,846,5,,22,1,1,,,,,14,,102,,1,20,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.769230769,0.230769231,65.07692308,0.384615385,,1.692307692,0.076923077,0.076923077,,,,,1.076923077,,7.846153846,,0.076923077,1.538461538,0.076923077,,,0.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,california,Pac-12 Conference,FBS,75,202,US,CA,Fontana,Etiwanda HS
1154,Reshad Jones,2010,Defensive Back,32.5,2.5,MIA,13,,,,,,,,,,,,,,,,,18,3,1,2,1,0,1,163,73,214,,4.51,24,39.5,118,4.54,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,29,4.5,11,44,7,,,4,,89,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.230769231,0.346153846,0.846153846,3.384615385,0.538461538,,,0.307692308,,6.846153846,,,,,0.076923077,,,,,,,,,,,,,,,,,JR,georgia,Southeastern Conference,FBS,74,215,US,GA,Atlanta,Booker T. Washington
