,Name,Season,Position,Rookie Season Fantasy Points,Ffpts_Gp,Team,Games_Played,Pass_Comp,Pass_Att,Pass_Yd,Pass_Td,Pass_Int,Rush_Att,Rush_Yd,Rush_Td,Rec_Target,Rec_Reception,Rec_Yd,Rec_Td,Fgm,Fga,Epm,Epa,Tackle,Assist,Sack,Pd,Int,Ff,Fr,Draft_Pick,Height_Combine,Weight_Combine,Wonderlic,Forty_Yard,Bench_Press,Vertical_Leap,Broad_Jump,Shuttle,Three_Cone,Pass Att_Sum,Pass Comp_Sum,Pass Conv_Sum,Pass Int_Sum,Pass Td_Sum,Pass Yard_Sum,Qb Hurry_Sum,Rec_Sum,Rec Td_Sum,Rec Yards_Sum,Rush Att_Sum,Rush Td_Sum,Rush Yard_Sum,Fumble_Sum,Fumble Lost_Sum,Kickoff Ret_Sum,Kickoff Ret Td_Sum,Kickoff Ret Yard_Sum,Kickoff Touchback_Sum,Punt Ret_Sum,Punt Ret Td_Sum,Punt Ret Yard_Sum,Off 2Xp Att_Sum,Off 2Xp Made_Sum,Points_Sum,Tackle Assist_Sum,Tackle For Loss_Sum,Tackle For Loss Yard_Sum,Tackle Solo_Sum,Pass Broken Up_Sum,Sack_Sum,Sack Yard_Sum,Int Ret_Sum,Int Ret Td_Sum,Int Ret Yard_Sum,Misc Ret_Sum,Misc Ret Td_Sum,Misc Ret Yard_Sum,Kick/Punt Blocked_Sum,Fumble Forced_Sum,Fum Ret_Sum,Fum Ret Td_Sum,Fum Ret Yard_Sum,Def 2Xp Att_Sum,Def 2Xp Made_Sum,Safety_Sum,Field Goal Att_Sum,Field Goal Made_Sum,Off Xp Kick Att_Sum,Off Xp Kick Made_Sum,Punt_Sum,Punt Yard_Sum,Kickoff_Sum,Kickoff Yard_Sum,Kickoff Onside_Sum,Kickoff Out-Of-Bounds_Sum,Pass Att_Mean,Pass Comp_Mean,Pass Conv_Mean,Pass Int_Mean,Pass Td_Mean,Pass Yard_Mean,Qb Hurry_Mean,Rec_Mean,Rec Td_Mean,Rec Yards_Mean,Rush Att_Mean,Rush Td_Mean,Rush Yard_Mean,Fumble_Mean,Fumble Lost_Mean,Kickoff Ret_Mean,Kickoff Ret Td_Mean,Kickoff Ret Yard_Mean,Kickoff Touchback_Mean,Punt Ret_Mean,Punt Ret Td_Mean,Punt Ret Yard_Mean,Off 2Xp Att_Mean,Off 2Xp Made_Mean,Points_Mean,Tackle Assist_Mean,Tackle For Loss_Mean,Tackle For Loss Yard_Mean,Tackle Solo_Mean,Pass Broken Up_Mean,Sack_Mean,Sack Yard_Mean,Int Ret_Mean,Int Ret Td_Mean,Int Ret Yard_Mean,Misc Ret_Mean,Misc Ret Td_Mean,Misc Ret Yard_Mean,Kick/Punt Blocked_Mean,Fumble Forced_Mean,Fum Ret_Mean,Fum Ret Td_Mean,Fum Ret Yard_Mean,Def 2Xp Att_Mean,Def 2Xp Made_Mean,Safety_Mean,Field Goal Att_Mean,Field Goal Made_Mean,Off Xp Kick Att_Mean,Off Xp Kick Made_Mean,Punt_Mean,Punt Yard_Mean,Kickoff_Mean,Kickoff Yard_Mean,Kickoff Onside_Mean,Kickoff Out-Of-Bounds_Mean,Class,College,Conference,Subn,Height_Ncaa,Weight_Ncaa,Home Country,Home State,Home Town,Last School
307,Duke Calhoun,2010,Wide Receiver,0.4,0,NYG,9,,,,,,0,0,0,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,917,11,,-14,2,2,,,,,,,,,,30,2,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5.5,0.416666667,76.41666667,0.916666667,,-1.166666667,0.166666667,0.166666667,,,,,,,,,,2.5,0.166666667,,,0.416666667,,,,,,,,,,,0.083333333,,,,,,,,,,,,,,,,,SR,memphis,American Athletic Conference,FBS,76,205,US,TN,Memphis,Raleigh Egypt HS
308,Jordan Cameron,2011,Tight End,3.3,0.4,CLE,8,,,,,,,,,13,6,33,0,,,,,,,,,,,,102,77,254,,4.53,23,37.5,119,4.03,6.82,,,,,,,,16,1,126,1,,6,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.1,12.6,0.1,,0.6,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,southerncalifornia,Pac-12 Conference,FBS,77,235,US,CA,Newbury Park,BYU
309,Calais Campbell,2008,Defensive Lineman,30.5,1.9,ARI,16,,,,,,,,,,,,,,,,,24,5,0,1,0,1,0,50,80,290,,5.04,16,29.5,111,4.69,7.45,,,,,,,5,1,,5,,,,,,,,,,,,,,,,20,12.5,47,30,2,6.5,40,1,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.416666667,0.083333333,,0.416666667,,,,,,,,,,,,,,,,1.666666667,1.041666667,3.916666667,2.5,0.166666667,0.541666667,3.333333333,0.083333333,,0.083333333,,,,,0.166666667,,,,,,,,,,,,,,,,,JR,miami,Atlantic Coast Conference,FBS,80,280,US,CO,Aurora,South
310,Anthony Cannon,2006,Linebacker,7.5,0.6,DET,12,,,,,,,,,,,,,,,,,7,1,0,0,0,0,0,247,,,,,,,,,,,,,,,,,1,,28,,,,,,,,,,,,,,,,49,12.5,43,65,5,2.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,2.8,,,,,,,,,,,,,,,,4.9,1.25,4.3,6.5,0.5,0.25,2,,,,,,,,,,,,,,,,,,,,,,,,,SR,tulane,Conference USA,FBS,,,,,,
311,Tank Carder,2012,Linebacker,6,1,CLE,6,,,,,,,,,,,,,,,,,3,4,0,1,0,0,0,147,74,236,,4.58,19,34.5,121,4.18,6.89,,,,,,,,,,,,,,,,,,,,,,,,,12,25,4.5,10,45,3,,,2,2,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923076923,1.923076923,0.346153846,0.769230769,3.461538462,0.230769231,,,0.153846154,0.153846154,7.307692308,,,,,,,,,,,,,,,,,,,,,,SR,texaschristian,Big 12 Conference,FBS,75,237,US,TX,Sweeny,Sweeny High School
312,Don Carey,2010,Defensive Back,53.5,3.6,JAC,15,,,,,,,,,,,,,,,,,40,15,0,1,1,0,0,177,71,192,,4.49,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,norfolkstate,Mid-Eastern,FCS,,,,,,
314,John Carlson,2008,Tight End,92.7,5.8,SEA,16,,,,,,,,,80,55,627,5,,,,,,,,,,,,38,77,251,,4.88,20,30.5,113,4.28,7.12,,,,,,,,40,3,372,,,,1,1,,,,,,,,,,18,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333333333,0.25,31,,,,0.083333333,0.083333333,,,,,,,,,,1.5,0.166666667,,,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,notredame,Independent,FBS,78,255,US,MN,Litchfield,Litchfield
315,Bobby Carpenter,2006,Linebacker,23.5,1.8,DAL,13,,,,,,,,,,,,,,,,,14,5,1.5,1,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.5,72,33,2,8,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.05,7.2,3.3,0.2,0.8,6.5,,,,,,,,,,,,,,,,,,,,,,,,,SR,ohiostate,Big Ten Conference,FBS,,,,,,
316,Dan Carpenter,2008,Kicker,103,6.4,MIA,16,,,,,,,,,,,,,21,25,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,219,2,123,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,219,2,123,,,JR,montana,Big Sky,FCS,,,,,,
317,Rudy Carpenter,2011,Quarterback,0,0,TB,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,351,213,,9,16,2493,,1,,-1,52,1,-150,6,1,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.25,17.75,,0.75,1.333333333,207.75,,0.083333333,,-0.083333333,4.333333333,0.083333333,-12.5,0.5,0.083333333,,,,,,,,0.083333333,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,arizonastate,Pac-12 Conference,FBS,75,225,US,CA,Westlake,Westlake
318,Brandon Carr,2008,Defensive Back,91.5,5.7,KC,16,,,,,,,,,,,,,,,,,70,3,0,6,2,0,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grandvalleystate,,,,,,,,
319,Christopher Carr,2006,Defensive Back,34,2.1,OAK,16,,,,,,,,,,,,,,,,,12,6,0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,centralflorida,American Athletic Conference,FBS,,,,,,
320,Adam Carriker,2007,Defensive Lineman,38.5,2.4,STL,16,,,,,,,,,,,,,,,,,21,9,2,1,0,0,1,13,78,296,,4.9,33,33.5,110,4.18,7.06,,,,,,,7,,,,,,,,,,,,,,,,,,,28,14,61,24,3,7,45,1,,-3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.583333333,,,,,,,,,,,,,,,,,,,2.333333333,1.166666667,5.083333333,2,0.25,0.583333333,3.75,0.083333333,,-0.25,,,,0.083333333,,,,,,,,,,,,,,,,,,SR,nebraska,Big Ten Conference,FBS,,,,,,
321,Alex Carrington,2010,Defensive Lineman,12,1.3,BUF,9,,,,,,,,,,,,,,,,,6,2,1,1,0,0,0,72,77,285,,4.92,26,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,6,13,12.5,52,26,,7,40,,,,,,,1,,1,1,27,,,,,,,,,,,,,,,,,,,,0.166666667,,,,,,,,,,,,,,,,,,0.5,1.083333333,1.041666667,4.333333333,2.166666667,,0.583333333,3.333333333,,,,,,,0.083333333,,0.083333333,0.083333333,2.25,,,,,,,,,,,,,,SR,arkansasstate,Sun Belt Conference,FBS,77,284,US,MS,Tupelo,Tupelo HS
322,Paul Carrington,2006,Defensive Lineman,49,3.3,ATL,15,,,,,,,,,,,,,,,,,29,8,3,1,0,1,0,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,9,12.5,56,37,4,9,48,1,,,1,,21,1,1,1,,,,,,,,,,,,,,,,,,,,,,0.692307692,,,,,,,,,,,,,,,,,,,0.692307692,0.961538462,4.307692308,2.846153846,0.307692308,0.692307692,3.692307692,0.076923077,,,0.076923077,,1.615384615,0.076923077,0.076923077,0.076923077,,,,,,,,,,,,,,,,SR,centralflorida,American Athletic Conference,FBS,,,,,,
323,Nolan Carroll,2011,Defensive Back,40,2.7,MIA,15,,,,,,,,,,,,,,,,,29,4,0,4,1,0,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,maryland,Atlantic Coast Conference,FBS,73,202,US,FL,Green Cove Spring,Clay HS
324,Bruce Carter,2011,Linebacker,7.5,0.8,DAL,10,,,,,,,,,,,,,,,,,5,3,0,1,0,0,0,40,74,241,,4.57,25,,,,,,,,,,,2,,,,,,,,,,,,,1,,17,,,,23,3.5,30,34,2,2.5,26,1,,55,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,0.181818182,,,,,,,,,,,,,0.090909091,,1.545454545,,,,2.090909091,0.318181818,2.727272727,3.090909091,0.181818182,0.227272727,2.363636364,0.090909091,,5,,,,0.090909091,0.090909091,,,,,,,,,,,,,,,,,SR,northcarolina,Atlantic Coast Conference,FBS,75,235,US,NC,Havelock,Havelock
325,Christopher Carter,2011,Linebacker,2.5,0.3,PIT,8,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,162,73,248,,4.58,27,36,114,4.34,6.88,,,,,,,5,,,,,,,,,,,,,,,,,,,24,16,93,31,,10,62,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,0.416666667,,,,,,,,,,,,,,,,,,,2,1.333333333,7.75,2.583333333,,0.833333333,5.166666667,,,,,,,,0.333333333,,,,,,,,,,,,,,,,,SR,fresnostate,Mountain West Conference,FBS,74,240,US,CA,Fontana,Kaiser Fontana
330,David Carter,2011,Defensive Lineman,22,1.4,ARI,16,,,,,,,,,,,,,,,,,10,6,1,2,0,1,0,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,24,27,2,3.5,22,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.272727273,0.454545455,2.181818182,2.454545455,0.181818182,0.318181818,2,,,,,,,,0.090909091,,,,,,,,,,,,,,,,,SR,ucla,Pac-12 Conference,FBS,77,301,US,CA,Fontana,Kaiser
333,Delone Carter,2011,Running Back,51.5,3.2,IND,16,,,,,,101,377,2,8,5,18,0,,,,,,,,,,,,119,69,222,,4.54,27,37,120,4.07,6.92,,,,,,,,8,,45,231,9,1233,2,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615384615,,3.461538462,17.76923077,0.692307692,94.84615385,0.153846154,,,,,,,,,,,4.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,syracuse,Atlantic Coast Conference,FBS,70,215,US,OH,Copley,Copley Senior
334,Quinton Carter,2011,Defensive Back,53.5,3.3,DEN,16,,,,,,,,,,,,,,,,,44,11,1,0,0,0,0,108,73,208,,4.57,23,34.5,121,4.06,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,38,2.5,7,59,6,,,4,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.714285714,0.178571429,0.5,4.214285714,0.428571429,,,0.285714286,,2.714285714,,,,,,,,,,,,,,,,,,,,,,SR,oklahoma,Big 12 Conference,FBS,73,200,US,NV,Las Vegas,Cheyenne HS
335,Tony Carter,2012,Defensive Back,55,4.6,DEN,12,,,,,,,,,,,,,,,,,23,4,0,12,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,8,1,113,,,6,1,2,7,24,4,,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181818182,0.090909091,,,,,0.727272727,0.090909091,10.27272727,,,0.545454545,0.090909091,0.181818182,0.636363636,2.181818182,0.363636364,,,0.181818182,,,,,,,,0.090909091,,0.090909091,,,,,,,,,,,,,,SR,floridastate,Atlantic Coast Conference,FBS,69,177,US,FL,Jacksonville,Mandarin
336,James Casey,2009,Tight End,6.4,0.4,HOU,15,,,,,,,,,12,6,64,0,,,,,,,,,,,,152,75,246,,4.74,28,36,111,4.48,7,5,2,,,2,5,,111,13,1329,57,6,241,1,1,,,,,14,,112,,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384615385,0.153846154,,,0.153846154,0.384615385,,8.538461538,1,102.2307692,4.384615385,0.461538462,18.53846154,0.076923077,0.076923077,,,,,1.076923077,,8.615384615,,0.076923077,8.923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,rice,Conference USA,FBS,76,235,US,TX,Azle,Azle
337,Jurrell Casey,2011,Defensive Lineman,62.5,3.9,TEN,16,,,,,,,,,,,,,,,,,40,13,2.5,1,0,1,1,77,73,300,,5.04,26,27.5,101,4.78,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,38,11,52,29,2,3.5,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.923076923,0.846153846,4,2.230769231,0.153846154,0.269230769,2.076923077,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,JR,southerncalifornia,Pac-12 Conference,FBS,73,305,US,CA,Long Beach ,Poly
338,Jonathan Casillas,2009,Linebacker,15.5,1.4,NO,11,,,,,,,,,,,,,,,,,11,9,0,0,0,0,0,,73,228,,4.5,24,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,28,6,23,34,,1,13,1,,49,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,2.8,0.6,2.3,3.4,,0.1,1.3,0.1,,4.9,,,,,0.1,,,,,,,,,,,,,,,,,SR,wisconsin,Big Ten Conference,FBS,74,226,US,NJ,New Brunswick,
339,Antoine Cason,2008,Defensive Back,92.5,5.8,SD,16,,,,,,,,,,,,,,,,,59,15,0,7,2,1,0,27,73,191,,4.45,20,35.5,128,4.08,,,,,,,,,,,,,,,1,,,,,,27,2,271,,,24,14,4,12,57,14,1,6,5,2,164,,,41,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,,,,,2.25,0.166666667,22.58333333,,,2,1.166666667,0.333333333,1,4.75,1.166666667,0.083333333,0.5,0.416666667,0.166666667,13.66666667,,,3.416666667,,0.166666667,,,,,,,,,,,,,,,,,SR,arizona,Pac-12 Conference,FBS,72,185,US,CA,Long Beach,Los Alamitos
340,Tim Castille,2007,Running Back,0,0,ARI,1,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,91,46,6,129,1,1,,,,,,,,,,36,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.153846154,,7,3.538461538,0.461538462,9.923076923,0.076923077,0.076923077,,,,,,,,,,2.769230769,,,,0.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,alabama,Southeastern Conference,FBS,,,,,,
341,Michael Catapano,2013,Defensive Lineman,6.5,2.2,KC,3,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,princeton,,,,,,,,
342,Jehuu Caulcrick,2010,Running Back,0.2,0.1,BUF,2,,,,,,1,2,0,0,0,0,0,,,,,,,,,,,,,73,254,,4.69,16,33,109,4.72,7.4,,,,,,,,5,,36,222,21,872,2,2,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384615385,,2.769230769,17.07692308,1.615384615,67.07692308,0.153846154,0.153846154,,,,,,,,,,9.692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,michiganstate,Big Ten Conference,FBS,72,255,US,NY,Findley Lake,Clymer
343,Michael Caussin,2011,Tight End,4.1,0.7,BUF,6,,,,,,,,,6,5,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,52,,,,,,1,,10,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,52,,,,,,1,,10,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,jamesmadison,Colonial,FCS,,,,,,
344,Brent Celek,2007,Tight End,23.8,1.5,PHI,16,,,,,,,,,22,16,178,1,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,35,3,481,,,,,,,,,,,,,,,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.692307692,0.230769231,37,,,,,,,,,,,,,,,1.384615385,,,,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,cincinnati,American Athletic Conference,FBS,,,,,,
345,Christopher Chamberlain,2008,Linebacker,15,1,STL,15,,,,,,,,,,,,,,,,,14,2,0,0,0,0,0,228,,,,,,,,,,1,,,,,,1,3,,74,9,1,22,1,1,,,,,,,,,,6,61,12.5,51,104,1,3,21,3,,10,,,,,3,,,,,,,,,,,,,,,,,0.071428571,,,,,,0.071428571,0.214285714,,5.285714286,0.642857143,0.071428571,1.571428571,0.071428571,0.071428571,,,,,,,,,,0.428571429,4.357142857,0.892857143,3.642857143,7.428571429,0.071428571,0.214285714,1.5,0.214285714,,0.714285714,,,,,0.214285714,,,,,,,,,,,,,,,,,SR,tulsa,Conference USA,FBS,74,225,US,OK,Bethany,Bethany HS
346,Kam Chancellor,2010,Defensive Back,28,1.8,SEA,16,,,,,,,,,,,,,,,,,17,6,1,1,0,1,0,133,75,231,,4.62,22,32,116,4.41,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,42,3,4,26,4,,,2,,-3,,,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.230769231,0.230769231,0.307692308,2,0.307692308,,,0.153846154,,-0.230769231,,,,,,0.076923077,,1.153846154,,,,,,,,,,,,,,SR,virginiatech,Atlantic Coast Conference,FBS,76,230,US,VA,Norfolk,Maury
347,Scott Chandler,2007,Tight End,0,0,SD,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,129,79,270,,4.78,16,30,111,4.32,7.26,,,,,,,,46,6,591,,,,1,1,,,,,,,,,,36,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.538461538,0.461538462,45.46153846,,,,0.076923077,0.076923077,,,,,,,,,,2.769230769,,,,0.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,iowa,Big Ten Conference,FBS,,,,,,
348,Jamar Chaney,2010,Linebacker,41.5,3,PHI,14,,,,,,,,,,,,,,,,,33,9,0,1,0,1,0,220,73,242,,4.54,26,39,124,4.29,6.9,,,,,,,4,,,,,,,,,,,,,,,,,,,51,4.5,19,39,2,2,15,2,,19,,,,,2,1,,2,,,,,,,,,,,,,,,,,,,,0.333333333,,,,,,,,,,,,,,,,,,,4.25,0.375,1.583333333,3.25,0.166666667,0.166666667,1.25,0.166666667,,1.583333333,,,,,0.166666667,0.083333333,,0.166666667,,,,,,,,,,,,,,SR,mississippistate,Southeastern Conference,FBS,73,240,US,FL,Fort Pierce,St. Lucie West Centennial HS
349,Shaun Chapas,2011,Running Back,0.9,0.3,DAL,3,,,,,,0,0,0,1,1,9,0,,,,,,,,,,,,220,74,247,,4.87,23,35.5,116,4.4,7.13,,,,,,,,5,2,29,15,2,44,,,3,,28,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.555555556,0.222222222,3.222222222,1.666666667,0.222222222,4.888888889,,,0.333333333,,3.111111111,,,,,,,2.666666667,,,,0.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,georgia,Southeastern Conference,FBS,74,240,US,FL,St. Augustine,Bolles
350,Joshua Chapman,2013,Defensive Lineman,12,1.5,IND,8,,,,,,,,,,,,,,,,,9,6,0,0,0,0,0,136,73,316,,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3.5,9,10,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.35,0.9,1,0.2,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,SR,alabama,Southeastern Conference,FBS,73,310,US,AL,Hoover,Hoover
352,Jamaal Charles,2008,Running Back,68.9,4.3,KC,16,,,,,,67,357,0,40,27,272,1,,,,,,,,,,,,73,71,200,,4.38,,30.5,122,4.22,6.8,,,,,,,,17,,199,258,18,1619,6,4,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.307692308,,15.30769231,19.84615385,1.384615385,124.5384615,0.461538462,0.307692308,,,,,,,,,,8.307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,texas,Big 12 Conference,FBS,73,205,US,TX,Port Arthur,Memorial
353,Orson Charles,2012,Tight End,10.1,1.3,CIN,8,,,,,,,,,10,8,101,0,,,,,,,,,,,,116,75,251,,4.83,35,,,,,,,,,,,,45,5,574,,,,1,,,,,,1,,4,,,30,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3.214285714,0.357142857,41,,,,0.071428571,,,,,,0.071428571,,0.285714286,,,2.142857143,,,,,,,,,,,,,,0.071428571,,,,,,,,,,,,,,,,,,JR,georgia,Southeastern Conference,FBS,75,241,US,FL,Tampa,Plant
354,Chimdi Chekwa,2013,Defensive Back,22,3.1,OAK,7,,,,,,,,,,,,,,,,,20,4,0,0,0,0,0,113,72,191,,4.38,,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,13,34,9,1,7,3,,22,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.666666667,0.25,1.083333333,2.833333333,0.75,0.083333333,0.583333333,0.25,,1.833333333,,,,,0.166666667,,,,,,,,,,,,,,,,,SR,ohiostate,Big Ten Conference,FBS,72,190,US,FL,Clermont,East Ridge
355,John Chick,2011,Defensive Lineman,22.5,2,JAC,11,,,,,,,,,,,,,,,,,7,1,2.5,2,0,1,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,13,19,107,35,2,12.5,89,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,1.3,1.9,10.7,3.5,0.2,1.25,8.9,,,,,,,,0.2,,,,,,,,,,,,,,,,,SR,utahstate,Mountain West Conference,FBS,,,,,,
356,Tashard Choice,2008,Running Back,77.7,4.9,DAL,16,,,,,,92,472,2,30,21,185,0,,,,,,,,,,,,122,71,215,,4.48,20,34,119,,6.88,1,1,,,1,17,,14,,107,261,10,1379,4,3,,,,,,,,1,,60,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083333333,0.083333333,,,0.083333333,1.416666667,,1.166666667,,8.916666667,21.75,0.833333333,114.9166667,0.333333333,0.25,,,,,,,,0.083333333,,5,,,,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,georgiatech,Atlantic Coast Conference,FBS,73,205,US,GA,Riverdale,Lovejoy
357,Patrick Chung,2009,Defensive Back,49,3.1,NE,16,,,,,,,,,,,,,,,,,26,12,2,1,1,1,0,34,71,212,,4.49,25,34,119,,,,,,,,,1,,,,,,,1,1,12,,307,,,,,,,6,34,6.5,34,58,6,2,18,1,1,31,,,,,1,1,,3,,,,,,,,,,,,,,,,,,,,0.076923077,,,,,,,0.076923077,0.076923077,0.923076923,,23.61538462,,,,,,,0.461538462,2.615384615,0.5,2.615384615,4.461538462,0.461538462,0.153846154,1.384615385,0.076923077,0.076923077,2.384615385,,,,,0.076923077,0.076923077,,0.230769231,,,,,,,,,,,,,,SR,oregon,Pac-12 Conference,FBS,72,210,US,CA,Rancho Cucamonga,Rancho Cucamonga HS
358,Barry Church,2010,Defensive Back,20.5,1.4,DAL,15,,,,,,,,,,,,,,,,,15,5,0,0,0,1,0,,74,222,,4.69,19,36,121,4.17,6.65,,,,,,,6,,,,,,,,,,,,,,,,,,,41,8.5,25,57,2,2.5,12,1,,4,1,,-25,3,1,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,3.416666667,0.708333333,2.083333333,4.75,0.166666667,0.208333333,1,0.083333333,,0.333333333,0.083333333,,-2.083333333,0.25,0.083333333,,,,,,,,,,,,,,,,,SR,toledo,Mid-American Conference,FBS,74,219,US,PA,Pittsburgh,Penn Hills
